image_name,style,color,pattern,material,estimated_pricing,gender,events,type_of_clothing,name,description
837812_9000.webp,business casual,white,solid,cotton,$60,female,"business, casual",shirt,Elegant Waist-Detail Blouse,"A white cotton blouse with a fitted waist, three-quarter sleeves, and a structured collar, perfect for a polished business casual look."
6b8dde04484e240c2d72b684227967a2dad33b2b_lg-1.jpg,business casual,black,solid,linen,$80,female,"business, casual",sleeveless wrap top,Elegant Wrap Sleeveless Top,"A black sleeveless wrap top with a V-neckline and a subtle tie around the waist, made from breathable linen material, perfect for business casual or casual wear."
app001prod8.webp,business casual,green,solid,linen blend,$50,unisex,"casual, business casual",shorts,Tailored Linen Shorts,"A pair of tailored green linen blend shorts featuring a drawstring waist and belt loops, perfect for casual and business casual settings."
f1dd96c973662d0bf34833b16a3ff26595f95c8f_lg-1.jpg,business casual,brown,solid,cotton,$80-$120,female,"casual, business",long shirt dress,Classic Beige Shirt Dress,"A long-sleeved, button-down shirt dress in a soft beige tone made from breathable cotton, perfect for business casual and relaxed everyday wear."
843056_520347.webp,business casual,black,abstract swirl,cotton blend,$70,female,"business, casual",sleeveless blouse,Swirl Knot Blouse,"A stylish black and white sleeveless blouse featuring an abstract swirl pattern with a side knot detail, perfect for a polished business casual look."
f7527b84fd2ba99b5dfe5e7b5365077de95d25bd_lg-1.jpg,casual,pink,solid,cotton,$80,female,casual,dress,Pink Gathered Sleeve Midi Dress,"A loose-fitting midi dress in soft pink cotton fabric, featuring gathered details at the neckline and voluminous elbow-length sleeves for a relaxed and airy feel."
8aa1692b7a5fe9730b449e0d7e1f91bb4d16fe58_lg-1.jpg,casual,blue,solid,cotton,$80,female,casual,sleeveless maxi dress,Blue Serenity Maxi Dress,"A sleeveless, flowy maxi dress in a soft blue cotton fabric, featuring a scoop neckline and an airy silhouette perfect for casual day wear or relaxed outings."
846079_520982_MKTG1.webp,casual,green,floral,cotton,$40-$60,female,"casual, daytime outings",sleeveless top,Tropical Breeze Sleeveless Top,"A sleeveless, loose-fitting top featuring a bold green and white floral pattern, perfect for warm weather."
25c6a9b513ad2bb35a6d4e65cf25a436b7fe870c_lg-1.jpg,casual,blue,solid,denim,70,female,casual,jacket,Denim Tie-Front Jacket,"A casual blue denim jacket featuring a collar and tie-front closures, with patch pockets and long sleeves, perfect for a relaxed, everyday look."
fdab1cdef56f8abb4f4edae0bda96c10be385c1b_lg-1.jpg,casual,green,solid,cotton,$80,female,casual,dress,Green Flow Dress,"A sleeveless, flowy green dress with a scoop neckline, made from breathable cotton fabric. Perfect for everyday casual wear or a relaxed summer outing."
857391_019582.webp,business casual,brown,solid,cotton blend,$70,female,"business, casual",pants,Wide Leg Cropped Trousers,"These wide leg cropped trousers feature a smooth, solid brown finish with a comfortable cotton blend fabric. Designed for a polished yet relaxed fit, they have inset pockets and a minimal waistband, perfect for business casual or everyday office wear."
0e2dffefcfe4441af22558948fc381ac15190fbb_lg-1.jpg,casual,green,solid,linen,$40-$60,female,casual,collared shirt,Loose Fit Linen Shirt,"A relaxed, loose-fit collared shirt in a bright olive green color made from lightweight linen fabric, perfect for casual outings."
app001prod6.webp,casual,white,solid,cotton,$70,unisex,casual,short sleeve shirt,Lightweight Cotton Casual Shirt,"A minimalist, short-sleeved cotton shirt in off-white, featuring a relaxed fit with a classic collar and two front flap pockets, perfect for casual, warm-weather wear."
3f028a37a722ef1e464b967dccbbb74285079620_lg-1.jpg,casual,brown,solid,cotton,$40-$60,female,casual,shirt,Cropped Button-Up Shirt,"A casual cropped button-up shirt with short sleeves and an elastic hem, made from lightweight cotton in a brown shade, perfect for everyday wear."
845681_6055.webp,business casual,gray,solid,knit cotton blend,$60,female,"casual, business",long sleeve knit top,Silver Ribbed Knit Top,"A sleek, gray ribbed knit top with a boat neckline and three-quarter sleeves, perfect for office wear or casual outings."
857262_520238.webp,business casual,brown,animal print,cotton blend,$50-$80,female,"casual, business",T-shirt,Leopard Print Crewneck Tee,"A short-sleeve crewneck T-shirt featuring a bold brown leopard print pattern, designed with a comfortable cotton blend fabric perfect for casual or business casual settings."
857335_523595_MKTG1.webp,casual,blue,floral,cotton,$70-$120,female,"casual, daytime events",halter dress,Azure Bloom Halter Dress,"A light blue and white halter dress featuring a bold floral print. The dress is knee-length with a twisted neckline that ties behind the neck, perfect for casual daytime outings and summer gatherings."
856672_1025.webp,casual,green,eyelet embroidery,cotton,$50,female,casual,off-shoulder blouse,Verona Off-Shoulder Top,"A vibrant green off-shoulder blouse featuring delicate eyelet embroidery and voluminous sleeves with elastic cuffs, perfect for a relaxed yet stylish casual look."
850855_1352.webp,casual,blue,open knit,cotton,40,female,casual,sleeveless top,Breezy Knit Tank,"A light blue sleeveless tank top featuring an open knit pattern, perfect for casual summer outings."
7b1f5b23db2f88f907b0001ef8b5773aa5560c02_lg-1.jpg,business casual,white,lace inset panel,linen with lace,$150-$250,female,"casual, business casual",long sleeve blouse,Lace Inset Linen Blouse,"A loose-fitting white linen blouse featuring intricate lace inset panels on the sleeves and hem, designed for an elegant yet casual business look."
0072fac75a46488f680dc074bdc45e067197e9f9_lg-1.jpg,casual,blue,striped,linen,$70-$120,female,"casual, daytime outings, brunch",shirt dress,Blue Stripe Linen Shirt Dress,"A light blue and white striped linen shirt dress with a midi length, button-down front, 3/4 sleeves, and a waist tie belt for a relaxed yet polished look."
6f816129997d78f6c5eb237374447057fc68b933_lg-1.jpg,casual,blue,solid,cotton,$50-$80,female,casual,maxi dress,Classic Blue Maxi Dress,"A comfortable and simple blue maxi dress with short sleeves, perfect for casual daily wear."
49899a31e1d7245cc2fbabac68250550369fbad6_lg-1.jpg,casual,yellow,striped,cotton,$40,female,casual,long sleeve shirt,Sunny Stripes Top,"A comfortable, casual long sleeve shirt with yellow horizontal stripes on a white background, made of soft cotton fabric perfect for everyday wear."
app001prod2.webp,business casual,brown,solid,suede leather,250,male,"casual, business",blazer,Suede Relaxed Blazer,"A brown suede leather blazer with a relaxed fit and notch lapel, featuring three buttons and large front pockets, perfect for casual or business casual wear."
cde3107f962b487bb1dee126134896e5ef17cdb2_lg-1.jpg,casual,white,striped,cotton,$35,female,casual,shirt,Relaxed Striped Tee,"A relaxed fit, short sleeve shirt featuring horizontal stripes in light blue and dark maroon on a white background, made of soft cotton perfect for casual wear."
843069_1025_MKTG1.webp,formal,green,solid,polyester,120,female,"evening party, cocktail, formal event",strapless jumpsuit,Emerald Elegance Jumpsuit,"A chic strapless green jumpsuit with wide legs and a matching belt, perfect for sophisticated evening occasions."
856683_520221.webp,casual,navy blue,floral,cotton,$40,female,casual,sleeveless top,Floral Summer Sleeveless Blouse,A lightweight navy blue sleeveless blouse featuring a pink and light brown floral print. Perfect for casual summer outings and easy to pair with various bottoms.
826857_7264_MKTG1.webp,casual chic,beige,crochet,cotton,$80-$120,female,"casual, daytime outings, brunch",crochet sleeveless top and skirt set,Sierra Crochet Set,"A stylish beige crochet two-piece set featuring a sleeveless top and matching skirt, perfect for a relaxed yet polished look on warm days."
850799_523443.webp,casual,brown,polka dot,linen,$40,female,casual,sleeveless top,Polka Dot Linen Tank,"A sleeveless brown linen top featuring a playful white polka dot pattern, perfect for casual outings and summer wear."
a5b255ff7a878bea69ac3615f83146da821743fa_lg-1.jpg,casual,brown,solid,linen,$80-$120,female,casual,romper,Rust Linen Romper,"A relaxed fit rust-colored linen romper with long sleeves, button-down V-neck front, and elastic waist for a comfortable, casual look."
8891f1f9d79de49733f3857a43ab76c5303c9d76_lg-1.jpg,casual,green,solid,cotton,$80,female,casual,jacket,Olive Utility Jacket,"A casual olive green utility jacket made from cotton with a button-up front, two large chest pockets, and a relaxed fit perfect for everyday wear."
app001prod9.webp,casual,white,solid,cotton,$30-$50,unisex,casual,shorts,Classic White Cotton Shorts,"A pair of clean, white cotton shorts with an elastic waistband and a simple, sleek design ideal for casual summer wear."
d0a2bee178b33c205166eb0841931e147fc983af_lg-1.jpg,business casual,white,striped,linen,$150-$250,female,"business, casual outings",wrap blouse and wide-leg pants set,Striped Linen Wrap Set,"A stylish white striped linen wrap blouse paired with matching wide-leg pants, perfect for a polished business casual look or a relaxed yet elegant daytime event."
846427_019665.webp,casual,green,embroidered floral eyelet,cotton,$60,female,"casual, daytime outing",button-up dress,Olive Eyelet Shirt Dress,"A casual olive green shirt dress with embroidered floral eyelet pattern, featuring puff sleeves, front buttons, a tie waist, and a relaxed fit."
7a1ddae520944e645ac922d6f88a9aea31f5f217_lg-1.jpg,casual,green,solid,cotton,60,female,casual,sleeveless dress,Sleek Minimalist Shift Dress,"A sleeveless, solid green shift dress made from breathable cotton fabric, featuring a square neckline and a simple, clean silhouette perfect for casual occasions."
852627_3303.webp,casual,blue,solid,denim (cotton blend),$50-$80,female,"casual, daytime outings",sleeveless dress,Blue Denim Tie-Waist Dress,"A sleeveless denim dress with a V-neckline and a matching tie belt at the waist, perfect for casual summer days or relaxed weekend outings."
850950_9599.webp,business casual,white,"striped, open knit",cotton,$50 - $80,female,"casual, business casual",knit sleeveless top,Open Knit Striped Sleeveless Sweater,"A lightweight, sleeveless white knit top featuring horizontal beige stripes with an open knit pattern, perfect for layering or wearing alone in a business casual or relaxed setting."
399685a73091de08c0ead464346cad7764006b8f_lg-1.jpg,casual,yellow,solid,cotton,$50-$70,female,casual,collared shirt,Sunshine Crop Shirt,"A bright yellow short-sleeve collared shirt with front buttons and a gathered elastic waist, perfect for casual warm-weather outings."
7b6ddaf337b912e5ac1540ad2c2037a71cb66983_lg-1.jpg,casual,red,crinkled,polyester,$50-$70,female,casual,camisole top,Crinkle Red Camisole,"A sleeveless, crinkle-textured red camisole top with thin straps, offering a relaxed and stylish look for casual outings."
835100_1352.webp,business casual,blue,solid,cotton blend,$60-$90,female,"business, casual",pants,Skyline Slim Pants,"Light blue slim-fit pants made from a comfortable cotton blend, perfect for a polished yet relaxed business casual look."
852589_018757.webp,casual,white,geometric,cotton,40,female,casual,sleeveless top,Geometric Grid Tank,"A white sleeveless top featuring a geometric square grid pattern in shades of brown, perfect for casual everyday wear."
app001prod1.webp,casual,white,floral,cotton,$70,male,casual,short sleeve shirt,Tropical Leaf Shirt,"A white short sleeve shirt featuring a subtle blue floral leaf print on one side, perfect for casual outings or summer events."
857546_520155.webp,casual,black,striped,cotton,$60,female,casual,dress,Nautical Striped Midi Dress,"A sleeveless midi dress featuring bold black and white horizontal stripes on top and vertical stripes on the skirt, tied shoulder straps, and a relaxed fit perfect for casual summer outings."
788ea0b466f3d3742cd415df024fc99e7359e1b9_lg-1.jpg,casual,white,solid,cotton,$60-$100,female,casual,tunic shirt,White Casual Cotton Tunic,"A loose-fitting white cotton tunic shirt with short sleeves, subtle stitching details, and a mandarin collar, perfect for casual daywear."
app001prod0.webp,casual,brown,solid,cotton,$40-$60,unisex,casual,shorts,Everyday Relaxed Brown Shorts,"Comfortable brown casual shorts with an elastic waistband and a clean, simple design ideal for everyday wear."
f3000d25a51a46c1b919796417185935931db3a1_lg-1.jpg,casual,white,solid,cotton,$50-$80,female,casual,dress,Classic White Button-Up Dress,"A casual white dress made of soft cotton featuring a button-up front placket and mid-length sleeves, perfect for a relaxed day out."
839188_8924.webp,business casual,beige,solid,linen,$60,female,"casual, business",collared shirt,Classic Linen Button-Up,"A relaxed-fit beige linen button-up shirt with a classic collar and rolled-up sleeves, perfect for casual or business casual occasions."
c8ab765b5fb5e687312593a38d821763b5d7fdb8_lg-1.jpg,casual,white,textured knit,cotton,$70,female,casual,knitted shirt and shorts set,Ivory Knit Lounge Set,"A cozy ivory knit set consisting of a textured short-sleeve top with button placket and matching high-waist shorts, featuring scalloped edges for a feminine touch."
831296_1664.webp,formal,green,solid,polyester,$150,female,wedding,one-shoulder dress,Emerald Luxe One-Shoulder Dress,"A sleek emerald green, one-shoulder formal dress made from smooth polyester fabric, designed to provide a flattering silhouette with subtle ruching details. Perfect for weddings or upscale events."
837836_9000.webp,casual,white,solid,cotton,$70,female,casual,shirt dress,Classic White Button-Down Dress,"A crisp white cotton shirt dress featuring short sleeves, a collared neckline, and button-down front for a timeless casual look."
b69afcc56aedf527325f7a66c9cd1cbf6685952c_lg-1.jpg,casual,white,solid,linen,$70,female,casual,collared shirt,Breezy Linen Button-Up,"A loose-fitting, short-sleeve button-up shirt made from breathable linen fabric, perfect for casual warm weather wear."
845730_1362.webp,casual,blue,solid,cotton,$40,female,casual,blouse,Navy Tassel Blouse,"A relaxed fit navy blue blouse made from lightweight cotton fabric with tassel ties and smocked hem, featuring wide short sleeves with pompom trim for a casual yet chic look."
831106_520221.webp,casual,blue,floral,cotton,$50-$80,female,"casual, day out",sundress,Navy Floral Maxi Sundress,"A navy blue sleeveless maxi sundress with thin straps and an all-over pink floral pattern, perfect for casual summer outings."
826148_019582.webp,casual,brown,solid,cotton,$30-$50,female,casual,sleeveless top,Tie-Waist Sleeveless Top,"A casual sleeveless top in a warm brown tone featuring a side tie detail that accentuates the waist, made from comfortable cotton fabric suitable for everyday wear."
852631_5139.webp,casual,red,eyelet lace pattern,cotton,$40,female,casual,sleeveless top,Lace Eyelet Sleeveless Top,"A vibrant red sleeveless top featuring an eyelet lace pattern, perfect for casual outings or warm weather, made from breathable cotton fabric."
826770_2222_MKTG1.webp,business casual,black,solid,cotton,$40-$70,female,"casual, business casual, semi-formal",blouse,Elegant Puff Sleeve Blouse,"A stylish black blouse with puffed sleeves and a gathered twist front, made from lightweight cotton fabric perfect for business casual or semi-formal occasions."
